#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq
GCA_001512385.1	PRJNA283298	SAMN03776756	LFRO00000000.1	na	1671626	1671626	Methanoculleus sp. DTU007		DTU007	latest	Scaffold	Major	Full	2016/01/12	ASM151238v1	Technical University of Denmark	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/512/385/GCA_001512385.1_ASM151238v1	derived from metagenome
GCA_001512365.1	PRJNA283298	SAMN03777413	LFRP00000000.1	na	1671627	1671627	Methanosarcina sp. DTU009		DTU009	latest	Scaffold	Major	Full	2016/01/12	ASM151236v1	Technical University of Denmark	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/512/365/GCA_001512365.1_ASM151236v1	derived from metagenome
GCA_001543015.1	PRJNA287175	SAMN03777287	LFLC00000000.1	na	1671876	1671876	Nitrosopumilus sp. LS_AOA		LS_AOA	latest	Contig	Major	Full	2016/02/01	ASM154301v1	Hong Kong University of Science and Technology	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/543/015/GCA_001543015.1_ASM154301v1	derived from metagenome
GCA_001602645.1	PRJNA284316	SAMN03837483	LUYE00000000.1	na	1674798	1674798	Methanosarcinales archaeon Methan_01		Methan_01	latest	Scaffold	Major	Full	2016/03/30	ASM160264v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/602/645/GCA_001602645.1_ASM160264v1	derived from metagenome
GCA_001603195.1	PRJNA284316	SAMN03837484	LUYF00000000.1	na	1674799	1674799	Methanosarcinales archaeon Methan_02		Methan_02	latest	Scaffold	Major	Full	2016/03/30	ASM160319v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/603/195/GCA_001603195.1_ASM160319v1	derived from metagenome
GCA_001603205.1	PRJNA284316	SAMN03837485	LUYG00000000.1	na	1674800	1674800	Methanosarcinales archaeon Methan_03		Methan_03	latest	Scaffold	Major	Full	2016/03/30	ASM160320v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/603/205/GCA_001603205.1_ASM160320v1	derived from metagenome ; low contig N50
GCA_001603225.1	PRJNA284316	SAMN03837486	LUYH00000000.1	na	1674801	1674801	Methanosarcinales archaeon Methan_04		Methan_04	latest	Scaffold	Major	Full	2016/03/30	ASM160322v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/603/225/GCA_001603225.1_ASM160322v1	derived from metagenome
GCA_001602685.1	PRJNA284316	SAMN03837487	LUYI00000000.1	na	1674802	1674802	Methanomicrobiales archaeon Methan_05		Methan_05	latest	Scaffold	Major	Full	2016/03/30	ASM160268v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/602/685/GCA_001602685.1_ASM160268v1	derived from metagenome
GCA_001602695.1	PRJNA284316	SAMN03837488	LUYJ00000000.1	na	1674803	1674803	Methanomicrobiales archaeon Methan_06		Methan_06	latest	Scaffold	Major	Full	2016/03/30	ASM160269v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/602/695/GCA_001602695.1_ASM160269v1	derived from metagenome ; low contig N50
GCA_001603255.1	PRJNA284316	SAMN03837489	LUYK00000000.1	na	1674804	1674804	Methanomicrobiales archaeon Methan_07		Methan_07	latest	Scaffold	Major	Full	2016/03/30	ASM160325v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/603/255/GCA_001603255.1_ASM160325v1	derived from metagenome
GCA_001484685.1	PRJNA287751	SAMN03892931		na	1674923	1674923	Thermococcus sp. 2319x1	strain=2319x1		latest	Complete Genome	Major	Full	2016/01/04	ASM148468v1	Hotzyme	GCF_001484685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/484/685/GCA_001484685.1_ASM148468v1	
GCA_001512965.1	PRJNA283298	SAMN03787326	LFRW00000000.1	na	1675034	1675034	Methanomicrobia archaeon DTU008		DTU008	latest	Scaffold	Major	Full	2016/01/12	ASM151296v1	Technical University of Denmark	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/512/965/GCA_001512965.1_ASM151296v1	derived from metagenome
GCA_001674955.1	PRJNA289040	SAMN03840809	LGTD00000000.1	na	1679446	1679446	Candidatus Nitrosopumilus sp. DDS1	strain=DDS1		latest	Scaffold	Major	Full	2016/06/21	ASM167495v1	Chungbuk National University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/674/955/GCA_001674955.1_ASM167495v1	low contig N50
GCA_001625445.1	PRJNA316929	SAMN04592497	LWHG00000000.1	na	1679489	1679489	Haladaptatus sp. R4	strain=R4		latest	Contig	Major	Full	2016/04/21	ASM162544v1	The University of Burdwan	GCF_001625445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/625/445/GCA_001625445.1_ASM162544v1	
GCA_001273345.1	PRJNA270657	SAMN03793025	LFWU00000000.1	na	1685124	1685124	miscellaneous Crenarchaeota group-1 archaeon SG8-32-1		SG8-32-1	latest	Contig	Major	Full	2015/08/21	ASM127334v1	University of Texas	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/273/345/GCA_001273345.1_ASM127334v1	derived from metagenome
GCA_001273335.1	PRJNA270657	SAMN03793026	LFWV00000000.1	na	1685125	1685125	miscellaneous Crenarchaeota group-1 archaeon SG8-32-3		SG8-32-3	latest	Contig	Major	Full	2015/08/21	ASM127333v1	University of Texas	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/273/335/GCA_001273335.1_ASM127333v1	derived from metagenome
GCA_001273385.1	PRJNA270657	SAMN03793027	LFWW00000000.1	na	1685126	1685126	miscellaneous Crenarchaeota group-6 archaeon AD8-1		AD8-1	latest	Contig	Major	Full	2015/08/21	ASM127338v1	University of Texas	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/273/385/GCA_001273385.1_ASM127338v1	derived from metagenome
GCA_001273415.1	PRJNA270657	SAMN03793030	LFWZ00000000.1	na	1685127	1685127	miscellaneous Crenarchaeota group-15 archaeon DG-45		DG-45	latest	Scaffold	Major	Full	2015/08/21	ASM127341v1	University of Texas	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/273/415/GCA_001273415.1_ASM127341v1	derived from metagenome
GCA_001273375.1	PRJNA270657	SAMN03793028	LFWX00000000.1	na	1685133	1685133	miscellaneous Crenarchaeota group archaeon SMTZ1-55		SMTZ1-55	latest	Scaffold	Major	Full	2015/08/21	ASM127337v1	University of Texas	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/273/375/GCA_001273375.1_ASM127337v1	derived from metagenome
GCA_001273495.1	PRJNA270657	SAMN03793029	LFWY00000000.1	na	1685135	1685135	miscellaneous Crenarchaeota group archaeon SMTZ-80		SMTZ-80	latest	Contig	Major	Full	2015/08/21	ASM127349v1	University of Texas	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/273/495/GCA_001273495.1_ASM127349v1	derived from metagenome
GCA_001549395.1	PRJNA291812	SAMN03940243	LHYO00000000.1	na	1698257	1698257	candidate divison MSBL1 archaeon SCGC-AAA833F18		SCGC-AAA833F18	latest	Contig	Major	Full	2016/02/04	SCGC-AAA833F18	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/395/GCA_001549395.1_SCGC-AAA833F18	derived from single cell
GCA_001549365.1	PRJNA291812	SAMN03941340	LHYN00000000.1	na	1698258	1698258	candidate divison MSBL1 archaeon SCGC-AAA833K04		SCGC-AAA833K04	latest	Contig	Major	Full	2016/02/04	SCGC-AAA833K04	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/365/GCA_001549365.1_SCGC-AAA833K04	derived from single cell
GCA_001548885.1	PRJNA291812	SAMN03941342	LHXJ00000000.1	na	1698259	1698259	candidate divison MSBL1 archaeon SCGC-AAA259A05		SCGC-AAA259A05	latest	Contig	Major	Full	2016/02/04	SCGC-AAA259A05	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/885/GCA_001548885.1_SCGC-AAA259A05	derived from single cell
GCA_001549035.1	PRJNA291812	SAMN03941547	LHXK00000000.1	na	1698260	1698260	candidate divison MSBL1 archaeon SCGC-AAA259B11		SCGC-AAA259B11	latest	Contig	Major	Full	2016/02/04	SCGC-AAA259B11	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/035/GCA_001549035.1_SCGC-AAA259B11	derived from single cell
GCA_001548915.1	PRJNA291812	SAMN03941549	LHXL00000000.1	na	1698261	1698261	candidate divison MSBL1 archaeon SCGC-AAA259D14		SCGC-AAA259D14	latest	Contig	Major	Full	2016/02/04	SCGC-AAA259D14	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/915/GCA_001548915.1_SCGC-AAA259D14	derived from single cell
GCA_001549075.1	PRJNA291812	SAMN03941559	LHXM00000000.1	na	1698262	1698262	candidate divison MSBL1 archaeon SCGC-AAA259D18		SCGC-AAA259D18	latest	Contig	Major	Full	2016/02/04	SCGC-AAA259D18	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/075/GCA_001549075.1_SCGC-AAA259D18	derived from single cell
GCA_001548935.1	PRJNA291812	SAMN03941561	LHXN00000000.1	na	1698263	1698263	candidate divison MSBL1 archaeon SCGC-AAA259E17		SCGC-AAA259E17	latest	Contig	Major	Full	2016/02/04	SCGC-AAA259E17	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/935/GCA_001548935.1_SCGC-AAA259E17	derived from single cell
GCA_001549095.1	PRJNA291812	SAMN03941564	LHXO00000000.1	na	1698264	1698264	candidate divison MSBL1 archaeon SCGC-AAA259E19		SCGC-AAA259E19	latest	Contig	Major	Full	2016/02/04	SCGC-AAA259E19	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/095/GCA_001549095.1_SCGC-AAA259E19	derived from single cell
GCA_001548955.1	PRJNA291812	SAMN03941566	LHXP00000000.1	na	1698265	1698265	candidate divison MSBL1 archaeon SCGC-AAA259E22		SCGC-AAA259E22	latest	Contig	Major	Full	2016/02/04	SCGC-AAA259E22	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/955/GCA_001548955.1_SCGC-AAA259E22	derived from single cell
GCA_001548965.1	PRJNA291812	SAMN03941695	LHXQ00000000.1	na	1698266	1698266	candidate divison MSBL1 archaeon SCGC-AAA259I07		SCGC-AAA259I07	latest	Contig	Major	Full	2016/02/04	SCGC-AAA259I07	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/965/GCA_001548965.1_SCGC-AAA259I07	derived from single cell
GCA_001548995.1	PRJNA291812	SAMN03941696	LHXR00000000.1	na	1698267	1698267	candidate divison MSBL1 archaeon SCGC-AAA259I09		SCGC-AAA259I09	latest	Contig	Major	Full	2016/02/04	SCGC-AAA259I09	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/995/GCA_001548995.1_SCGC-AAA259I09	derived from single cell
GCA_001549015.1	PRJNA291812	SAMN03941702	LHXS00000000.1	na	1698268	1698268	candidate divison MSBL1 archaeon SCGC-AAA259I14		SCGC-AAA259I14	latest	Contig	Major	Full	2016/02/04	SCGC-AAA259I14	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/015/GCA_001549015.1_SCGC-AAA259I14	derived from single cell
GCA_001549045.1	PRJNA291812	SAMN03941712	LHXT00000000.1	na	1698269	1698269	candidate divison MSBL1 archaeon SCGC-AAA259J03		SCGC-AAA259J03	latest	Contig	Major	Full	2016/02/04	SCGC-AAA259J03	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/045/GCA_001549045.1_SCGC-AAA259J03	derived from single cell ; low quality sequence
GCA_001549115.1	PRJNA291812	SAMN03941721	LHXU00000000.1	na	1698270	1698270	candidate divison MSBL1 archaeon SCGC-AAA259M10		SCGC-AAA259M10	latest	Contig	Major	Full	2016/02/04	SCGC-AAA259M10	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/115/GCA_001549115.1_SCGC-AAA259M10	derived from single cell
GCA_001549135.1	PRJNA291812	SAMN03943228	LHXV00000000.1	na	1698271	1698271	candidate divison MSBL1 archaeon SCGC-AAA259O05		SCGC-AAA259O05	latest	Contig	Major	Full	2016/02/04	SCGC-AAA259O05	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/135/GCA_001549135.1_SCGC-AAA259O05	derived from single cell
GCA_001549125.1	PRJNA291812	SAMN03943230	LHXW00000000.1	na	1698272	1698272	candidate divison MSBL1 archaeon SCGC-AAA261C02		SCGC-AAA261C02	latest	Contig	Major	Full	2016/02/04	SCGC-AAA261C02	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/125/GCA_001549125.1_SCGC-AAA261C02	derived from single cell
GCA_001549175.1	PRJNA291812	SAMN03951424	LHXX00000000.1	na	1698273	1698273	candidate divison MSBL1 archaeon SCGC-AAA261D19		SCGC-AAA261D19	latest	Contig	Major	Full	2016/02/04	SCGC-AAA261D19	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/175/GCA_001549175.1_SCGC-AAA261D19	derived from single cell
GCA_001549195.1	PRJNA291812	SAMN03951425	LHXY00000000.1	na	1698274	1698274	candidate divison MSBL1 archaeon SCGC-AAA261F17		SCGC-AAA261F17	latest	Contig	Major	Full	2016/02/04	SCGC-AAA261F17	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/195/GCA_001549195.1_SCGC-AAA261F17	derived from single cell
GCA_001549215.1	PRJNA291812	SAMN03951426	LHXZ00000000.1	na	1698275	1698275	candidate divison MSBL1 archaeon SCGC-AAA261F19		SCGC-AAA261F19	latest	Contig	Major	Full	2016/02/04	SCGC-AAA261F19	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/215/GCA_001549215.1_SCGC-AAA261F19	derived from single cell
GCA_001549415.1	PRJNA291812	SAMN03951427	LHYA00000000.1	na	1698276	1698276	candidate divison MSBL1 archaeon SCGC-AAA261G05		SCGC-AAA261G05	latest	Contig	Major	Full	2016/02/04	SCGC-AAA261G05	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/415/GCA_001549415.1_SCGC-AAA261G05	derived from single cell
GCA_001549225.1	PRJNA291812	SAMN03951428	LHYB00000000.1	na	1698277	1698277	candidate divison MSBL1 archaeon SCGC-AAA261O19		SCGC-AAA261O19	latest	Contig	Major	Full	2016/02/04	SCGC-AAA261O19	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/225/GCA_001549225.1_SCGC-AAA261O19	derived from single cell
GCA_001549255.1	PRJNA291812	SAMN03955387	LHYC00000000.1	na	1698278	1698278	candidate divison MSBL1 archaeon SCGC-AAA382A03		SCGC-AAA382A03	latest	Contig	Major	Full	2016/02/04	SCGC-AAA382A03	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/255/GCA_001549255.1_SCGC-AAA382A03	derived from single cell
GCA_001549435.1	PRJNA291812	SAMN03955388	LHYD00000000.1	na	1698279	1698279	candidate divison MSBL1 archaeon SCGC-AAA382A13		SCGC-AAA382A13	latest	Contig	Major	Full	2016/02/04	SCGC-AAA382A13	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/435/GCA_001549435.1_SCGC-AAA382A13	derived from single cell
GCA_001549275.1	PRJNA291812	SAMN03955389	LHYE00000000.1	na	1698280	1698280	candidate divison MSBL1 archaeon SCGC-AAA382A20		SCGC-AAA382A20	latest	Contig	Major	Full	2016/02/04	SCGC-AAA382A20	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/275/GCA_001549275.1_SCGC-AAA382A20	derived from single cell
GCA_001549445.1	PRJNA291812	SAMN03955390	LHYF00000000.1	na	1698281	1698281	candidate divison MSBL1 archaeon SCGC-AAA382C18		SCGC-AAA382C18	latest	Contig	Major	Full	2016/02/04	SCGC-AAA382C18	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/445/GCA_001549445.1_SCGC-AAA382C18	derived from single cell
GCA_001549285.1	PRJNA291812	SAMN03955391	LHYG00000000.1	na	1698282	1698282	candidate divison MSBL1 archaeon SCGC-AAA382F02		SCGC-AAA382F02	latest	Contig	Major	Full	2016/02/04	SCGC-AAA382F02	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/285/GCA_001549285.1_SCGC-AAA382F02	derived from single cell
GCA_001549315.1	PRJNA291812	SAMN03955392	LHYH00000000.1	na	1698283	1698283	candidate divison MSBL1 archaeon SCGC-AAA382K21		SCGC-AAA382K21	latest	Contig	Major	Full	2016/02/04	SCGC-AAA382K21	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/315/GCA_001549315.1_SCGC-AAA382K21	derived from single cell
GCA_001549475.1	PRJNA291812	SAMN03955393	LHYI00000000.1	na	1698284	1698284	candidate divison MSBL1 archaeon SCGC-AAA382M17		SCGC-AAA382M17	latest	Contig	Major	Full	2016/02/04	SCGC-AAA382M17	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/475/GCA_001549475.1_SCGC-AAA382M17	derived from single cell
GCA_001549325.1	PRJNA291812	SAMN03955403	LHYJ00000000.1	na	1698285	1698285	candidate divison MSBL1 archaeon SCGC-AAA382N08		SCGC-AAA382N08	latest	Contig	Major	Full	2016/02/04	SCGC-AAA382N08	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/325/GCA_001549325.1_SCGC-AAA382N08	derived from single cell
GCA_001549495.1	PRJNA291812	SAMN03955404	LHYK00000000.1	na	1698286	1698286	candidate divison MSBL1 archaeon SCGC-AAA385D11		SCGC-AAA385D11	latest	Contig	Major	Full	2016/02/04	SCGC-AAA385D11	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/495/GCA_001549495.1_SCGC-AAA385D11	derived from single cell
GCA_001549515.1	PRJNA291812	SAMN03955405	LHYL00000000.1	na	1698287	1698287	candidate divison MSBL1 archaeon SCGC-AAA385M02		SCGC-AAA385M02	latest	Contig	Major	Full	2016/02/04	SCGC-AAA385M02	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/515/GCA_001549515.1_SCGC-AAA385M02	derived from single cell
GCA_001549355.1	PRJNA291812	SAMN03955407	LHYM00000000.1	na	1698288	1698288	candidate divison MSBL1 archaeon SCGC-AAA385M11		SCGC-AAA385M11	latest	Contig	Major	Full	2016/02/04	SCGC-AAA385M11	KAUST	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/355/GCA_001549355.1_SCGC-AAA385M11	derived from single cell
GCA_001399805.1	PRJNA291107	SAMN03983874	LIHJ00000000.1	na	1700835	1700835	Candidatus Bathyarchaeota archaeon BA1		BA1	latest	Scaffold	Major	Full	2015/10/19	ASM139980v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/399/805/GCA_001399805.1_ASM139980v1	derived from metagenome
GCA_001399795.1	PRJNA291107	SAMN03983875	LIHK00000000.1	na	1700836	1700836	Candidatus Bathyarchaeota archaeon BA2		BA2	latest	Scaffold	Major	Full	2015/10/19	ASM139979v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/399/795/GCA_001399795.1_ASM139979v1	derived from metagenome
GCA_001280455.1	PRJNA293638	SAMN04009067	LIST00000000.1	na	1705389	1705389	Halorubrum sp. 5	strain=5		latest	Contig	Major	Full	2015/09/09	ASM128045v1	UPR- Mayaguez	GCF_001280455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/280/455/GCA_001280455.1_ASM128045v1	
GCA_001587715.1	PRJNA293769	SAMN04008119	LNGC00000000.1	na	1705409	1705409	Arc I group archaeon U1lsi0528_Bin055		U1lsi0528_Bin055	latest	Contig	Major	Full	2016/03/11	ASM158771v1	University of Illinois	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/587/715/GCA_001587715.1_ASM158771v1	derived from metagenome
GCA_001280425.1	PRJNA293564	SAMN04007144	LIUF00000000.1	na	1705562	1705562	Haloarcula sp. SL3	strain=SL3		latest	Contig	Major	Full	2015/09/09	ASM128042v1	UPR- Mayaguez	GCF_001280425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/280/425/GCA_001280425.1_ASM128042v1	
GCA_001587675.1	PRJNA293769	SAMN04009068	LNGD00000000.1	na	1705564	1705564	Arc I group archaeon U1lsi0528_Bin089		U1lsi0528_Bin089	latest	Contig	Major	Full	2016/03/11	ASM158767v1	University of Illinois	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/587/675/GCA_001587675.1_ASM158767v1	derived from metagenome
GCA_001587595.1	PRJNA293767	SAMN04009747	LNJB00000000.1	na	1706433	1706433	Arc I group archaeon ADurb1013_Bin02101		ADurb1013_Bin02101	latest	Scaffold	Major	Full	2016/03/11	ASM158759v1	University of Illinois	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/587/595/GCA_001587595.1_ASM158759v1	derived from metagenome
GCA_001587605.1	PRJNA293767	SAMN04009748	LNJD00000000.1	na	1706434	1706434	Arc I group archaeon ADurb1113_Bin01801		ADurb1113_Bin01801	latest	Scaffold	Major	Full	2016/03/11	ASM158760v1	University of Illinois	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/587/605/GCA_001587605.1_ASM158760v1	derived from metagenome
GCA_001587635.1	PRJNA293767	SAMN04009749	LNJE00000000.1	na	1706435	1706435	Arc I group archaeon ADurb1213_Bin02801		ADurb1213_Bin02801	latest	Scaffold	Major	Full	2016/03/11	ASM158763v1	University of Illinois	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/587/635/GCA_001587635.1_ASM158763v1	derived from metagenome
GCA_001587655.1	PRJNA293769	SAMN04009750	LNGE00000000.1	na	1706436	1706436	Arc I group archaeon B03fssc0709_Meth_Bin005		B03fssc0709_Meth_Bin005	latest	Contig	Major	Full	2016/03/11	ASM158765v1	University of Illinois	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/587/655/GCA_001587655.1_ASM158765v1	derived from metagenome
GCA_001587695.1	PRJNA293769	SAMN04009751	LNGF00000000.1	na	1706437	1706437	Arc I group archaeon B15fssc0709_Meth_Bin003		B15fssc0709_Meth_Bin003	latest	Contig	Major	Full	2016/03/11	ASM158769v1	University of Illinois	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/587/695/GCA_001587695.1_ASM158769v1	derived from metagenome
GCA_001587575.1	PRJNA293769	SAMN04009752	LNJC00000000.1	na	1706438	1706438	Arc I group archaeon BMIXfssc0709_Meth_Bin006		BMIXfssc0709_Meth_Bin006	latest	Contig	Major	Full	2016/03/11	ASM158757v1	University of Illinois	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/587/575/GCA_001587575.1_ASM158757v1	derived from metagenome
GCA_001563465.1	PRJNA270657	SAMN03998760	LRSM00000000.1	na	1706443	1706443	Candidatus Thorarchaeota archaeon SMTZ-45		SMTZ-45	latest	Contig	Major	Full	2016/02/18	ASM156346v1	University of Texas	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/465/GCA_001563465.1_ASM156346v1	derived from metagenome
GCA_001563335.1	PRJNA270657	SAMN03998759	LRSL00000000.1	na	1706444	1706444	Candidatus Thorarchaeota archaeon SMTZ1-45		SMTZ1-45	latest	Contig	Major	Full	2016/02/18	ASM156333v1	University of Texas	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/335/GCA_001563335.1_ASM156333v1	derived from metagenome
GCA_001563325.1	PRJNA270657	SAMN03998758	LRSK00000000.1	na	1706445	1706445	Candidatus Thorarchaeota archaeon SMTZ1-83		SMTZ1-83	latest	Contig	Major	Full	2016/02/18	ASM156332v1	University of Texas	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/325/GCA_001563325.1_ASM156332v1	derived from metagenome
GCA_001462205.1	PRJNA294239	SAMN04018174	LKIR00000000.1	representative genome	1708091	1708091	Halopenitus sp. DYS4	strain=DYS4		latest	Scaffold	Major	Full	2015/12/08	HalopeDYS1.0	Institute of Microbiology, Chinese Academy of Sciences	GCF_001462205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/462/205/GCA_001462205.1_HalopeDYS1.0	
GCA_001647085.1	PRJNA320084	SAMN04915575		na	1712654	1712654	Thermococcus piezophilus	strain=CDGS		latest	Complete Genome	Major	Full	2016/05/18	ASM164708v1	Institut National des Sciences Appliquees de Lyon	GCF_001647085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/085/GCA_001647085.1_ASM164708v1	
GCA_001421185.1	PRJNA295008	SAMN04038609	LJKK00000000.1	na	1713724	1713724	Methanomassiliicoccales archaeon RumEn M1		RumEn M1	latest	Contig	Major	Full	2015/11/02	ASM142118v1	University of Vienna	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/421/185/GCA_001421185.1_ASM142118v1	derived from environmental source
GCA_001421175.1	PRJNA295008	SAMN04038610	LJKL00000000.1	na	1713725	1713725	Methanomassiliicoccales archaeon RumEn M2		RumEn M2	latest	Contig	Major	Full	2015/11/02	ASM142117v1	University of Vienna	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/421/175/GCA_001421175.1_ASM142117v1	derived from environmental source
GCA_001516765.1	PRJNA295311	SAMN04045672	LOCH00000000.1	na	1714250	1714250	Vulcanisaeta sp. MG_3			latest	Scaffold	Major	Full	2016/01/15	ASM151676v1	Montana State University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/516/765/GCA_001516765.1_ASM151676v1	derived from metagenome
GCA_001516745.1	PRJNA295311	SAMN04045673	LOCG00000000.1	na	1714251	1714251	Vulcanisaeta sp. CIS_19			latest	Scaffold	Major	Full	2016/01/15	ASM151674v1	Montana State University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/516/745/GCA_001516745.1_ASM151674v1	derived from metagenome ; low contig N50
